Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,,,,,,,,,,
NAA15,47.61111111,40,0.840140023,-0.251298296,-0.075648326,0.096360285,,,,,,,,
UGGT2,16.26470588,13.66666667,0.84026522,-0.251083323,-0.075583612,0.096667729,,,,,,,,
GFAP,0.237931034,0.2,0.840579707,-0.250543466,-0.075421099,0.09685616,,,,,,,,
EXD3,5.944444444,5,0.841121495,-0.249613889,-0.075141268,0.096910012,,,,,,,,
GCC2,15.05882353,12.66666667,0.841145833,-0.249572144,-0.075128702,0.096910013,,,,,,,,
FOXD1,9.505882353,8,0.841584158,-0.248820545,-0.074902448,0.097260392,,,,,,,,
TTF2,35.63888889,30,0.841777085,-0.248489856,-0.074802901,0.09776661,,,,,,,,
GALNT2,59.38888889,50,0.841908326,-0.248264945,-0.074735196,0.098621198,,,,,,,,
NDUFS7,19,16,0.842105263,-0.247927512,-0.074633618,0.098723354,,,,,,,,
NDC1,90.22857143,76,0.842305256,-0.247584924,-0.074530489,0.098812597,,,,,,,,
ZNF334,18.99333333,16,0.842400842,-0.247421214,-0.074481208,0.098925304,,,,,,,,
FANCI,112.1714286,94.5,0.84246052,-0.247319015,-0.074450442,0.09918798,,,,,,,,
RUSC1,46.28571429,39,0.842592593,-0.24709286,-0.074382363,0.099516657,,,,,,,,
ERGIC1,24.91666667,21,0.842809365,-0.246721749,-0.074270648,0.099655825,,,,,,,,
SLC39A7,247.9444444,209,0.842930764,-0.246513956,-0.074208096,0.099686921,,,,,,,,
NCOR2,63.41935484,53.5,0.843591048,-0.245384308,-0.073868038,0.099767777,,,,,,,,
SRRM5,3.555555556,3,0.84375,-0.245112497,-0.073786214,0.099804443,,,,,,,,
EEF2K,24.88888889,21,0.84375,-0.245112496,-0.073786214,0.099936468,,,,,,,,
TMEM151A,8.291428571,7,0.844245348,-0.244265769,-0.073531324,0.100138983,,,,,,,,
SALL1,17.75625,15,0.844772967,-0.243364424,-0.073259992,0.100370541,,,,,,,,
EML5,9.469444444,8,0.844822529,-0.243279786,-0.073234514,0.100473961,,,,,,,,
NPHP4,12.42857143,10.5,0.844827586,-0.243271149,-0.073231914,0.101009684,,,,,,,,
ATF1,40.22222222,34,0.845303867,-0.242458043,-0.072987144,0.101244412,,,,,,,,
USP28,36.65714286,31,0.845674201,-0.241826126,-0.072796918,0.101267202,,,,,,,,
PRPS2,109.9166667,93,0.846095527,-0.241107536,-0.072580601,0.101364354,,,,,,,,
PPP1R13L,9.6875,8.2,0.846451613,-0.240500494,-0.072397863,0.101457641,,,,,,,,
ZER1,46.02777778,39,0.847314424,-0.239030665,-0.071955401,0.101457641,,,,,,,,
NBEAL2,23.58823529,20,0.847880299,-0.238067489,-0.071665456,0.101457641,,,,,,,,
SCN9A,10.60285714,9,0.848827809,-0.236456171,-0.071180401,0.101457641,,,,,,,,
BHLHE40,16.48888889,14,0.849056604,-0.236067357,-0.071063356,0.101457641,,,,,,,,
MED7,17.66666667,15,0.849056604,-0.236067357,-0.071063356,0.102177029,,,,,,,,
H6PD,21.19722222,18,0.849167868,-0.235878312,-0.071006448,0.10220948,,,,,,,,
ASH2L,55.91428571,47.5,0.849514563,-0.235289414,-0.070829172,0.10222023,,,,,,,,
PNPLA6,27.05714286,23,0.850052798,-0.234375641,-0.070554099,0.10224655,,,,,,,,
PTPN13,32.93611111,28,0.850130724,-0.234243392,-0.070514288,0.102474724,,,,,,,,
XRCC3,17.63888889,15,0.850393701,-0.233797183,-0.070379965,0.102662342,,,,,,,,
TIAM1,35.26,30,0.850822462,-0.233069972,-0.070161053,0.102831461,,,,,,,,
MMACHC,11.75,10,0.85106383,-0.232660755,-0.070037867,0.102995509,,,,,,,,
ANO9,19.975,17,0.85106383,-0.232660755,-0.070037867,0.103036894,,,,,,,,
ABCF2,19.97222222,17,0.851182197,-0.232460116,-0.069977468,0.103324117,,,,,,,,
PRC1,8.222222222,7,0.851351351,-0.232173441,-0.06989117,0.103518775,,,,,,,,
ALDH6A1,12.91666667,11,0.851612903,-0.231730284,-0.069757767,0.10367532,,,,,,,,
PFDN5,149.0833333,127,0.851872554,-0.231290483,-0.069625374,0.103678376,,,,,,,,
KLHL28,14.08333333,12,0.852071006,-0.230954433,-0.069524213,0.103919682,,,,,,,,
SCRIB,123.1470588,105,0.852639121,-0.229992842,-0.069234745,0.103971866,,,,,,,,
NELFCD,104.3611111,89,0.852808092,-0.229706967,-0.069148688,0.104353334,,,,,,,,
KIF21B,17.58857143,15,0.852826511,-0.229675807,-0.069139308,0.10473535,,,,,,,,
APPL2,47.48571429,40.5,0.852888087,-0.229571645,-0.069107952,0.105154985,,,,,,,,
RBM33,39.86111111,34,0.852961672,-0.229447177,-0.069070483,0.105158173,,,,,,,,
DCTD,71.5,61,0.853146853,-0.229133998,-0.068976207,0.105174254,,,,,,,,
KCNB2,32.81875,28,0.853170825,-0.229093462,-0.068964004,0.105613601,,,,,,,,
KCMF1,31.63888889,27,0.853380158,-0.228739526,-0.068857459,0.105669549,,,,,,,,
BHLHE22,57.4125,49,0.853472676,-0.228583128,-0.068810378,0.105690894,,,,,,,,
HNRNPD,249.1111111,213,0.855040143,-0.225935939,-0.068013495,0.105837498,,,,,,,,
EIF2AK4,21.62857143,18.5,0.855350066,-0.225413106,-0.067856107,0.105919496,,,,,,,,
ACTA1,1.166666667,1,0.857142856,-0.222392421,-0.06694679,0.106053392,,,,,,,,
DZIP3,36.16666667,31,0.857142857,-0.22239242,-0.06694679,0.106425872,,,,,,,,
GAPDH,2509.527778,2152,0.857531851,-0.221737836,-0.06674974,0.107126056,,,,,,,,
SOGA1,59.45714286,51,0.857760692,-0.221352889,-0.06663386,0.107287184,,,,,,,,
ZMYND8,52.44444444,45,0.858050847,-0.22086495,-0.066486975,0.107332611,,,,,,,,
PKMYT1,33.75,29,0.859259259,-0.2188346,-0.065875779,0.107408447,,,,,,,,
WRAP53,18.61111111,16,0.859701492,-0.218092282,-0.065652319,0.108476673,,,,,,,,
TREML1,0.465217391,0.4,0.859813082,-0.217905032,-0.065595951,0.108573028,,,,,,,,
HCFC1,123.8285714,106.5,0.860059991,-0.217490799,-0.065471255,0.108796058,,,,,,,,
BTN2A1,43.6,37.5,0.860091743,-0.217437538,-0.065455222,0.109144469,,,,,,,,
HHIPL2,1.325,1.14,0.860377358,-0.216958535,-0.065311027,0.109461126,,,,,,,,
KCNK3,29.05,25,0.860585198,-0.216610067,-0.065206128,0.109812326,,,,,,,,
WNK3,7.358823529,6.333333333,0.860644817,-0.216510124,-0.065176042,0.110146303,,,,,,,,
TBX4,0.522727273,0.45,0.860869564,-0.216133432,-0.065062647,0.110362688,,,,,,,,
FAM207A,44.13888889,38,0.860918817,-0.216050893,-0.0650378,0.111087625,,,,,,,,
SALL4,8.13,7,0.86100861,-0.215900429,-0.064992506,0.111217478,,,,,,,,
TGFBR3,9.291428571,8,0.86100861,-0.215900429,-0.064992506,0.1118329,,,,,,,,
RNASEL,4.645454545,4,0.861056751,-0.215819766,-0.064968224,0.111867328,,,,,,,,
FGD6,14.51428571,12.5,0.861220472,-0.215545478,-0.064885655,0.111973757,,,,,,,,
PCDHB12,4.063636364,3.5,0.861297539,-0.215416384,-0.064846794,0.112200901,,,,,,,,
GTF3C1,73.71428571,63.5,0.861434109,-0.215187645,-0.064777936,0.112512835,,,,,,,,
TPRN,20.88888889,18,0.861702128,-0.214738847,-0.064642835,0.112605001,,,,,,,,
UBE2J1,59.16666667,51,0.861971831,-0.21428737,-0.064506927,0.113061871,,,,,,,,
KLHL8,31.31428571,27,0.862226277,-0.213861562,-0.064378746,0.113070002,,,,,,,,
ESYT1,104.3611111,90,0.862390205,-0.213587301,-0.064296185,0.113151315,,,,,,,,
XIAP,35.94444444,31,0.86244204,-0.213500589,-0.064270082,0.113214738,,,,,,,,
HOXA4,3.478125,3,0.862533692,-0.21334728,-0.064223931,0.113732197,,,,,,,,
BOD1L1,26.64705882,23,0.863134658,-0.212342441,-0.063921445,0.114265556,,,,,,,,
MB21D2,15.64,13.5,0.863171355,-0.212281104,-0.06390298,0.114315764,,,,,,,,
PPAT,66,57,0.863636364,-0.211504104,-0.06366908,0.114388554,,,,,,,,
ZNF529,15.62857143,13.5,0.863802559,-0.211226502,-0.063585514,0.114535976,,,,,,,,
XAB2,58.45714286,50.5,0.863880743,-0.211095928,-0.063546207,0.114760418,,,,,,,,
ZNF106,41.66666667,36,0.864,-0.210896781,-0.063486258,0.115005977,,,,,,,,
GGT1,2.314285714,2,0.86419753,-0.210566985,-0.063386979,0.115285533,,,,,,,,
C2CD5,67.11111111,58,0.864238411,-0.210498741,-0.063366436,0.115393418,,,,,,,,
SHCBP1,37.6,32.5,0.864361702,-0.210292942,-0.063304484,0.115393419,,,,,,,,
SOS1,45.11111111,39,0.86453202,-0.210008695,-0.063218917,0.115531157,,,,,,,,
SYNE3,5.783333333,5,0.864553314,-0.209973161,-0.06320822,0.11593325,,,,,,,,
ERBB2,12.72222222,11,0.864628821,-0.209847166,-0.063170292,0.115983894,,,,,,,,
HECW2,5.782352941,5,0.864699898,-0.209728574,-0.063134592,0.115983894,,,,,,,,
ZNF324,15.02777778,13,0.865064695,-0.209120063,-0.062951412,0.116139416,,,,,,,,
RAD50,2.311428571,2,0.86526576,-0.20878478,-0.062850482,0.116252557,,,,,,,,
PAFAH2,17.33333333,15,0.865384615,-0.20858662,-0.06279083,0.116505569,,,,,,,,
KIAA1586,36.97142857,32,0.86553323,-0.208338883,-0.062716254,0.11650907,,,,,,,,
NCAPD3,96.42857143,83.5,0.865925926,-0.207684476,-0.062519257,0.116540055,,,,,,,,
EPOR,25.39722222,22,0.866236465,-0.207167188,-0.062363538,0.116600979,,,,,,,,
PSMA5,69.25,60,0.866425993,-0.206851569,-0.062268527,0.116793658,,,,,,,,
DHX57,27.29411765,23.66666667,0.867097701,-0.205733533,-0.061931965,0.116890851,,,,,,,,
TMEM8B,7.688235294,6.666666667,0.867125733,-0.205686894,-0.061917925,0.116969807,,,,,,,,
PGD,297.5,258,0.867226891,-0.205518601,-0.061867264,0.116969807,,,,,,,,
SUSD1,20.75277778,18,0.867353768,-0.205307547,-0.061803731,0.11715348,,,,,,,,
PLK1,111.8333333,97,0.867362146,-0.205293612,-0.061799536,0.117700328,,,,,,,,
CIC,55.70588235,48.33333333,0.867652235,-0.204811183,-0.06165431,0.117722484,,,,,,,,
MFN2,150.8857143,131,0.868206779,-0.203889406,-0.061376827,0.117882219,,,,,,,,
PNPLA7,5.526470588,4.8,0.868547099,-0.203324008,-0.061206626,0.117932308,,,,,,,,
FGD3,22.73142857,19.75,0.868841126,-0.202835699,-0.06105963,0.11800793,,,,,,,,
UBA5,34.5,30,0.869565217,-0.20163386,-0.06069784,0.11809931,,,,,,,,
YLPM1,58.63888889,51,0.869729986,-0.201360518,-0.060615556,0.118099312,,,,,,,,
PPP1R15B,93.11428571,81,0.869898742,-0.201080615,-0.060531297,0.118948373,,,,,,,,
GOLGA1,21.83333333,19,0.870229008,-0.200532986,-0.060366444,0.119137279,,,,,,,,
TRMT2A,35.61111111,31,0.870514821,-0.200059233,-0.060223831,0.119145665,,,,,,,,
MON1A,5.742857143,5,0.870646766,-0.199840578,-0.060158009,0.119265507,,,,,,,,
ZNF66,5.74,5,0.871080139,-0.199122641,-0.059941888,0.119532873,,,,,,,,
GADD45A,101,88,0.871287129,-0.198779862,-0.059838702,0.119563345,,,,,,,,
PMAIP1,152.6111111,133,0.871496178,-0.198433756,-0.059734513,0.11974233,,,,,,,,
RTN2,34.42222222,30,0.871530019,-0.198377735,-0.059717649,0.119888744,,,,,,,,
ZNF221,6.883333333,6,0.871670702,-0.198144874,-0.059647551,0.120249579,,,,,,,,
ZNF621,20.63888889,18,0.872139973,-0.197368396,-0.059413808,0.120296254,,,,,,,,
NDUFV1,103.1666667,90,0.872374798,-0.196980001,-0.059296889,0.12063682,,,,,,,,
LTN1,37.05882353,32.33333333,0.872486772,-0.196794834,-0.059241149,0.120732019,,,,,,,,
TTC13,41.25714286,36,0.872576177,-0.196647007,-0.059196648,0.121426376,,,,,,,,
NELFE,123.75,108,0.872727273,-0.196397211,-0.059121452,0.122109447,,,,,,,,
OLA1,90.48571429,79,0.873065993,-0.195837385,-0.058952928,0.122266147,,,,,,,,
CHD8,40.08571429,35,0.873129009,-0.195733258,-0.058921582,0.122266147,,,,,,,,
GANC,5.722222222,5,0.873786408,-0.194647429,-0.058594715,0.122314592,,,,,,,,
PLEKHA5,17.73714286,15.5,0.873872423,-0.194505418,-0.058551966,0.12264694,,,,,,,,
SLC8A3,4.233333333,3.7,0.874015748,-0.194268819,-0.058480742,0.123006885,,,,,,,,
SSX2IP,51.48571429,45,0.874028857,-0.194247181,-0.058474229,0.123692554,,,,,,,,
GALNT16,8.008333333,7,0.87408949,-0.194147102,-0.058444102,0.123824956,,,,,,,,
ACAT2,93.80555556,82,0.874148653,-0.194049456,-0.058414707,0.124112295,,,,,,,,
ADSL,6.861111111,6,0.874493927,-0.193479728,-0.058243202,0.124119491,,,,,,,,
ERV3-1,21.72222222,19,0.874680307,-0.193172281,-0.058150651,0.124262441,,,,,,,,
SMC3,189.7777778,166,0.87470726,-0.193127825,-0.058137269,0.124504225,,,,,,,,
SCFD1,36.58333333,32,0.874715262,-0.193114627,-0.058133296,0.124560431,,,,,,,,
ITGAX,0.114285714,0.1,0.874999992,-0.192645089,-0.057991951,0.124594195,,,,,,,,
HBD,0.114285714,0.1,0.874999992,-0.192645089,-0.057991951,0.124886384,,,,,,,,
ARG1,0.685714286,0.6,0.874999999,-0.192645078,-0.057991948,0.124938734,,,,,,,,
BTD,5.142857143,4.5,0.875,-0.192645077,-0.057991947,0.125226063,,,,,,,,
POLK,12,10.5,0.875,-0.192645076,-0.057991947,0.125669257,,,,,,,,
MACF1,82.27272727,72,0.875138122,-0.19241736,-0.057923398,0.125743731,,,,,,,,
SFMBT1,19.41666667,17,0.875536481,-0.191760801,-0.057725754,0.125808962,,,,,,,,
NOP58,180.4285714,158,0.875692795,-0.191503252,-0.057648224,0.126012395,,,,,,,,
ETV3,25.11111111,22,0.876106195,-0.190822341,-0.057443249,0.126012395,,,,,,,,
MAP3K5,21.68571429,19,0.876152833,-0.190745543,-0.057420131,0.126049465,,,,,,,,
PAK1IP1,79.88888889,70,0.876216968,-0.19063994,-0.057388341,0.126073724,,,,,,,,
DOCK6,5.970588235,5.233333333,0.876518883,-0.190142921,-0.057238723,0.126319642,,,,,,,,
USP16,47.91666667,42,0.876521739,-0.190138221,-0.057237308,0.126482391,,,,,,,,
AEN,30.8,27,0.876623377,-0.189970942,-0.057186952,0.12683769,,,,,,,,
TAS2R9,0.342105263,0.3,0.876923074,-0.189477801,-0.057038502,0.126965571,,,,,,,,
PRNP,91.21388889,80,0.877059415,-0.189253515,-0.056970985,0.127585729,,,,,,,,
LTBP4,43.32352941,38,0.877121521,-0.189151359,-0.056940233,0.127719636,,,,,,,,
ZNF777,25.36363636,22.25,0.877240143,-0.188956261,-0.056881503,0.127740069,,,,,,,,
YEATS2,63.41176471,55.66666667,0.877860235,-0.187936828,-0.056574623,0.12791847,,,,,,,,
NEK10,0.835294118,0.733333333,0.877934271,-0.18781516,-0.056537997,0.128167707,,,,,,,,
CDC42BPA,35.30555556,31,0.87804878,-0.187627002,-0.056481356,0.129094696,,,,,,,,
RINL,7.971428571,7,0.878136201,-0.187483371,-0.056438119,0.129309818,,,,,,,,
GADD45B,11.38611111,10,0.878262991,-0.187275082,-0.056375418,0.129791239,,,,,,,,
HIVEP2,10.24117647,9,0.878805284,-0.186384549,-0.05610734,0.129791239,,,,,,,,
MAPKAPK2,89.31428571,78.5,0.878918746,-0.186198296,-0.056051273,0.129883476,,,,,,,,
FUNDC2,23.88888889,21,0.879069767,-0.185950424,-0.055976656,0.130166764,,,,,,,,
REV1,34.5,30.33333333,0.879227053,-0.185692316,-0.055898957,0.130333768,,,,,,,,
PA2G4,183.0833333,161,0.879380974,-0.185439774,-0.055822935,0.130333768,,,,,,,,
ZNF579,18.19444444,16,0.879389313,-0.185426093,-0.055818817,0.130401632,,,,,,,,
LRRC36,2.045454545,1.8,0.88,-0.18442457,-0.055517328,0.130509438,,,,,,,,
ATG5,25,22,0.88,-0.18442457,-0.055517328,0.130579004,,,,,,,,
NCAM1,101.1194444,89,0.880147241,-0.1841832,-0.055444668,0.130954633,,,,,,,,
ANKRD28,22.72222222,20,0.880195599,-0.184103935,-0.055420807,0.131220989,,,,,,,,
WDR43,92,81,0.880434783,-0.183711952,-0.055302808,0.131355123,,,,,,,,
CPT1C,39.17142857,34.5,0.880743982,-0.18320538,-0.055150315,0.131863275,,,,,,,,
ACTB,2659.833333,2343,0.880882261,-0.182978893,-0.055082136,0.132106905,,,,,,,,
NUMB,24.97222222,22,0.880978865,-0.182820684,-0.05503451,0.132220817,,,,,,,,
PIGQ,15.88888889,14,0.881118881,-0.182591412,-0.054965492,0.132264359,,,,,,,,
SEC22C,30.63888889,27,0.881233001,-0.18240457,-0.054909248,0.13239782,,,,,,,,
CARM1,53.33333333,47,0.88125,-0.182376741,-0.05490087,0.133056627,,,,,,,,
CCDC157,2.269444444,2,0.881272949,-0.182339171,-0.05488956,0.133699788,,,,,,,,
ETNK1,56.72222222,50,0.881488737,-0.181985958,-0.054783233,0.133893579,,,,,,,,
KHNYN,30.61944444,27,0.881792615,-0.181488698,-0.054633543,0.133920036,,,,,,,,
OPRL1,6.797142857,6,0.882723833,-0.179965942,-0.054175147,0.133932622,,,,,,,,
RINT1,35.11428571,31,0.88283157,-0.179789871,-0.054122145,0.134082116,,,,,,,,
KMT2C,44.16666667,39,0.883018868,-0.179483828,-0.054030017,0.134082116,,,,,,,,
KCTD14,7.922222222,7,0.883590463,-0.178550247,-0.05374898,0.134228812,,,,,,,,
SREBF2,182.7142857,161.5,0.883893667,-0.178055271,-0.053599978,0.134607192,,,,,,,,
NELFA,40.14285714,35.5,0.884341637,-0.177324277,-0.053379927,0.134789554,,,,,,,,
STXBP5L,16.96111111,15,0.884376024,-0.177268181,-0.05336304,0.134951733,,,,,,,,
RYK,38.41666667,34,0.885032538,-0.176197597,-0.053040762,0.135064296,,,,,,,,
PLEKHA2,16.94722222,15,0.885100803,-0.176086322,-0.053007265,0.135279569,,,,,,,,
MYO18A,18.62857143,16.5,0.885736196,-0.175051016,-0.052695607,0.135796664,,,,,,,,
R3HCC1,53.05555556,47,0.885863874,-0.174843068,-0.052633009,0.136105474,,,,,,,,
AMPD2,33.86111111,30,0.885972108,-0.174666812,-0.05257995,0.136346752,,,,,,,,
TBK1,34.97222222,31,0.886417792,-0.173941254,-0.052361536,0.136656483,,,,,,,,
COX10,22.55555556,20,0.886699507,-0.173482819,-0.052223533,0.136759776,,,,,,,,
USP7,112.2,99.5,0.886809269,-0.173304244,-0.052169776,0.137027235,,,,,,,,
FBXO10,8.457142857,7.5,0.886824324,-0.173279752,-0.052162403,0.137027235,,,,,,,,
SACS,28.17647059,25,0.887265136,-0.172562813,-0.051946583,0.137095084,,,,,,,,
SMPD4,59.71428571,53,0.887559809,-0.172083754,-0.051802372,0.137173193,,,,,,,,
DPY19L4,40.55555556,36,0.887671233,-0.171902649,-0.051747854,0.137187374,,,,,,,,
COIL,54.02777778,48,0.888431877,-0.170666936,-0.051375868,0.13743843,,,,,,,,
G6PD,79.91428571,71,0.888451913,-0.1706344,-0.051366073,0.138332859,,,,,,,,
PRICKLE3,9.002777778,8,0.888614625,-0.170370208,-0.051286543,0.138447719,,,,,,,,
ARSA,18,16,0.888888889,-0.169925,-0.051152522,0.138781964,,,,,,,,
STON2,19.48787879,17.33333333,0.889441766,-0.169027941,-0.050882481,0.138896124,,,,,,,,
SUN2,73.41176471,65.33333333,0.889957265,-0.168192033,-0.050630847,0.138955282,,,,,,,,
DNAH11,2.092592593,1.8625,0.890044247,-0.168051034,-0.050588402,0.139234328,,,,,,,,
NF1,25.82352941,23,0.890660592,-0.167052331,-0.050287763,0.139288611,,,,,,,,
MAP2K3,31.42857143,28,0.890909091,-0.166649868,-0.050166609,0.139543155,,,,,,,,
CGGBP1,77.44444444,69,0.890961263,-0.166565386,-0.050141178,0.140347696,,,,,,,,
SLC46A1,5.611111111,5,0.891089109,-0.166358385,-0.050078864,0.14045745,,,,,,,,
ZCCHC4,14.58333333,13,0.891428571,-0.165808891,-0.04991345,0.1404734,,,,,,,,
PCGF2,41.5,37,0.891566265,-0.165586064,-0.049846373,0.14080199,,,,,,,,
LECT2,1.121428571,1,0.891719744,-0.165337732,-0.049771617,0.140921938,,,,,,,,
ATP6V1F,239.9444444,214,0.891873119,-0.165089612,-0.049696926,0.140947523,,,,,,,,
AKAP8,42.58333333,38,0.892367906,-0.164289465,-0.049456057,0.141055409,,,,,,,,
CPEB4,14.55555556,13,0.893129771,-0.16305828,-0.049085434,0.141079916,,,,,,,,
NUP98,71.65714286,64,0.893141946,-0.163038614,-0.049079514,0.141079916,,,,,,,,
CDKL5,3.358333333,3,0.893300248,-0.162782931,-0.049002546,0.141256534,,,,,,,,
ADCYAP1,32.46129032,29,0.893371758,-0.162667446,-0.048967781,0.141329153,,,,,,,,
KDM2B,21.26470588,19,0.893499308,-0.162461481,-0.048905779,0.141746945,,,,,,,,
PDPR,25.0625,22.4,0.893765586,-0.162031598,-0.048776372,0.141992044,,,,,,,,
TAOK1,50.31428571,45,0.894378194,-0.161043079,-0.048478798,0.142033033,,,,,,,,
RBM15B,54.75,49,0.894977169,-0.160077214,-0.048188043,0.142200006,,,,,,,,
MAP2,100.2727273,89.75,0.89505893,-0.159945422,-0.04814837,0.142374387,,,,,,,,
DDX27,62.55555556,56,0.895204263,-0.159711187,-0.048077858,0.142560612,,,,,,,,
DAAM1,36.86111111,33,0.895252449,-0.159633533,-0.048054482,0.142850326,,,,,,,,
ATP2C2,2.233333333,2,0.895522388,-0.159198594,-0.047923553,0.142904112,,,,,,,,
AK9,6.7,6,0.895522388,-0.159198593,-0.047923552,0.143443723,,,,,,,,
OLFML2B,8.931428571,8,0.895713372,-0.15889095,-0.047830942,0.143477431,,,,,,,,
DNAJC7,41.30555556,37,0.895763282,-0.158810563,-0.047806744,0.144039652,,,,,,,,
FGD4,13.39166667,12,0.896079651,-0.158301116,-0.047653385,0.144270751,,,,,,,,
NAA25,34.58823529,31,0.896258503,-0.158013192,-0.047566711,0.144963437,,,,,,,,
CEP250,34.58333333,31,0.896385542,-0.157808714,-0.047505157,0.145230424,,,,,,,,
CELSR2,47.12121212,42.25,0.896623794,-0.157425308,-0.04738974,0.145682119,,,,,,,,
TADA2A,29.51428571,26.5,0.897870281,-0.155421066,-0.046786403,0.145828625,,,,,,,,
ANKRD26,13.36111111,12,0.898128898,-0.15500558,-0.04666133,0.145868762,,,,,,,,
NIPBL,65.29411765,58.66666667,0.898498498,-0.154412,-0.046482644,0.145961671,,,,,,,,
MTHFSD,10.57142857,9.5,0.898648649,-0.154170929,-0.046410074,0.146128033,,,,,,,,
KTN1,75.58333333,68,0.899669239,-0.152533397,-0.045917128,0.146276367,,,,,,,,
EDNRB,1,0.9,0.899999999,-0.152003093,-0.045757491,0.146369377,,,,,,,,
PIK3CG,1.111111111,1,0.899999999,-0.152003093,-0.045757491,0.146369377,,,,,,,,
PRSS36,1.111111111,1,0.899999999,-0.152003093,-0.045757491,0.146442856,,,,,,,,
AP4S1,5.555555556,5,0.9,-0.152003092,-0.045757491,0.146562547,,,,,,,,
ATP13A2,42.22222222,38,0.9,-0.152003092,-0.045757491,0.14693303,,,,,,,,
CDC42BPG,28.50882353,25.66666667,0.900306063,-0.151512558,-0.045609825,0.14717482,,,,,,,,
ADCY10,0.444117647,0.4,0.90066225,-0.1509419,-0.04543804,0.147322183,,,,,,,,
MAN2B2,10.54285714,9.5,0.901084011,-0.150266474,-0.045234717,0.148154246,,,,,,,,
MIIP,36.61111111,33,0.901365706,-0.149815533,-0.04509897,0.148401961,,,,,,,,
GBX2,4.4375,4,0.901408451,-0.149747118,-0.045078375,0.14854751,,,,,,,,
RAB2B,47.69444444,43,0.90157251,-0.149484566,-0.044999339,0.148699175,,,,,,,,
ATP10B,0.554545455,0.5,0.901639343,-0.149377625,-0.044967146,0.148741651,,,,,,,,
CASKIN1,6.1,5.5,0.901639344,-0.149377623,-0.044967146,0.149081608,,,,,,,,
DIAPH1,120.8571429,109,0.901891253,-0.148974605,-0.044845825,0.149168616,,,,,,,,
NUP37,32.14285714,29,0.902222222,-0.148445272,-0.04468648,0.149504349,,,,,,,,
PARD6B,5.541666667,5,0.902255639,-0.148391839,-0.044670395,0.149762317,,,,,,,,
PUS7L,17.17647059,15.5,0.90239726,-0.148165406,-0.044602232,0.149762319,,,,,,,,
CLDN4,58.15142857,52.5,0.90281531,-0.14749721,-0.044401085,0.14976232,,,,,,,,
CASKIN2,26.58333333,24,0.902821317,-0.147487611,-0.044398195,0.150346639,,,,,,,,
MNDA,0.332142857,0.3,0.903225804,-0.146841391,-0.044203664,0.150537155,,,,,,,,
SMCO2,1.105882353,1,0.904255318,-0.145197915,-0.043708928,0.150785393,,,,,,,,
RELA,50.83333333,46,0.904918033,-0.144140974,-0.043390757,0.15105448,,,,,,,,
MYT1,38.66470588,35,0.905218317,-0.143662315,-0.043246667,0.151061604,,,,,,,,
AMER2,18.77931034,17,0.905251561,-0.143609334,-0.043230718,0.151223244,,,,,,,,
IGHMBP2,18.77777778,17,0.905325444,-0.143491592,-0.043195274,0.151651552,,,,,,,,
REXO1,27.60606061,25,0.905598244,-0.143056933,-0.043064428,0.151748028,,,,,,,,
TOR2A,17.66666667,16,0.905660377,-0.142957952,-0.043034632,0.151957579,,,,,,,,
NSMAF,30.90909091,28,0.905882353,-0.142604394,-0.042928201,0.15209098,,,,,,,,
GALNT18,17.65,16,0.906515581,-0.141596277,-0.042624727,0.152141019,,,,,,,,
SLC39A2,0.330769231,0.3,0.906976741,-0.140862539,-0.04240385,0.152324537,,,,,,,,
KIF5B,218.2571429,198,0.907186805,-0.140528438,-0.042303275,0.15375455,,,,,,,,
CLCN1,0.385714286,0.35,0.907407405,-0.14017766,-0.042197681,0.15375455,,,,,,,,
PCNT,60.34375,54.8,0.908130502,-0.139028459,-0.041851737,0.153836407,,,,,,,,
ZNF607,19.81944444,18,0.908199019,-0.138919615,-0.041818972,0.15421315,,,,,,,,
GLYAT,0.22,0.2,0.909090905,-0.137503529,-0.041392687,0.15421315,,,,,,,,
OR1J4,0.22,0.2,0.909090905,-0.137503529,-0.041392687,0.155106768,,,,,,,,
PRB4,0.22,0.2,0.909090905,-0.137503529,-0.041392687,0.155764511,,,,,,,,
